user,login_hour,files_accessed,commands_executed,session_duration,failed_logins
irene,10,12,9,69,0
robert,15,8,25,69,1
robert,20,2,14,14,1
alice,9,11,29,103,0
emma,8,7,27,29,0
oscar,11,2,20,87,0
jack,21,14,29,45,1
sarah,11,4,15,85,1
kevin,13,13,14,97,0
paul,16,5,7,24,0
frank,13,13,21,51,1
tom,20,11,19,60,0
tom,7,13,6,62,0
nina,19,7,13,46,0
oscar,11,8,26,110,1
mike,22,1,14,65,0
nina,17,8,22,69,0
frank,14,9,13,49,0
oscar,6,9,21,23,1
grace,8,3,29,79,0
alice,10,4,23,70,0
alice,9,9,26,20,1
kevin,13,11,15,84,0
frank,12,13,10,79,0
henry,23,5,10,88,0
oscar,12,10,26,115,1
tom,10,11,27,62,0
grace,9,9,25,109,1
jack,22,15,28,18,0
oscar,6,3,29,78,0
henry,21,5,26,96,0
sarah,8,1,20,79,1
charlie,14,14,11,55,1
david,15,2,17,74,0
tom,7,15,23,105,0
alice,10,6,30,72,0
nina,16,7,7,12,0
linda,10,13,6,105,0
charlie,16,9,17,90,1
sarah,8,6,29,108,1
henry,21,8,20,80,1
linda,9,9,27,32,0
grace,9,10,17,27,1
tom,10,3,24,45,0
emma,8,5,28,116,0
jack,22,5,30,113,1
bob,23,1,16,52,1
henry,21,9,18,113,1
alice,9,14,28,10,0
kevin,18,15,26,101,1
henry,21,8,15,61,0
nina,17,4,30,69,1
alice,11,11,12,96,0
emma,8,15,11,52,1
irene,20,15,27,86,0
nina,10,12,17,85,1
emma,11,14,30,115,1
kevin,16,15,24,29,0
sarah,8,7,13,67,0
grace,11,11,28,37,1
david,14,3,11,65,0
linda,11,11,15,32,1
kevin,21,7,5,66,1
robert,20,74,102,47,4
paul,17,15,19,77,0
nina,19,14,22,13,1
henry,21,7,16,60,0
alice,10,4,21,76,0
queen,11,5,8,26,1
bob,21,10,7,25,1
oscar,14,4,16,64,1
paul,17,3,12,68,1
charlie,12,7,7,46,1
henry,22,2,14,91,1
jack,23,10,29,97,0
emma,8,4,9,27,1
jack,22,5,6,79,1
linda,9,7,27,36,0
queen,15,2,17,116,0
charlie,15,8,25,104,0
irene,12,9,12,30,0
jack,21,1,8,17,1
irene,13,4,20,40,1
bob,23,5,11,62,0
sarah,9,3,30,15,0
david,15,4,25,101,0
jack,23,7,24,82,1
david,16,3,22,20,0
grace,8,7,10,91,1
nina,11,8,7,92,1
kevin,12,10,25,76,0
charlie,15,3,28,23,1
frank,14,14,12,76,0
henry,23,9,30,109,1
emma,9,120,93,61,3
emma,10,4,17,74,1
queen,17,8,17,99,1
charlie,16,9,27,56,0
sarah,9,5,6,36,1
bob,23,14,26,105,0
grace,10,1,16,88,1
linda,11,4,27,17,0
frank,13,11,29,70,1
charlie,16,13,19,39,1
queen,14,7,10,55,1
sarah,11,12,11,20,1
bob,22,15,23,87,1
bob,22,5,19,79,1
sarah,11,10,5,12,1
david,14,9,19,94,0
emma,8,4,21,115,1
nina,6,10,27,12,1
tom,20,8,15,88,1
grace,10,8,16,40,1
david,14,8,21,72,0
emma,8,6,24,41,1
mike,23,8,19,111,1
charlie,12,12,19,23,0
nina,19,6,7,34,1
david,15,4,28,85,0
sarah,8,7,24,103,1
tom,9,10,26,37,1
frank,13,11,30,113,1
robert,12,8,21,107,0
emma,9,2,10,99,0
sarah,11,1,20,91,1
bob,21,9,17,46,1
linda,9,15,6,69,0
oscar,14,4,28,112,0
nina,19,6,29,70,0
alice,11,10,6,77,0
frank,15,11,16,29,0
tom,18,75,116,45,4
emma,8,13,30,12,1
linda,8,9,22,78,1
linda,8,11,26,15,0
kevin,8,2,15,39,0
oscar,6,11,29,89,1
sarah,11,15,29,15,0
emma,9,15,15,62,1
queen,11,14,23,52,1
grace,11,2,18,88,0
mike,21,11,26,11,0
queen,13,11,21,34,1
jack,23,5,17,40,0
bob,22,5,10,105,0
sarah,8,3,6,96,1
david,13,7,16,99,1
grace,9,15,6,90,0
emma,11,13,8,117,0
david,15,8,15,37,1
mike,21,8,14,63,1
mike,23,5,5,95,0
mike,21,6,27,27,1
irene,9,5,30,53,1
grace,9,2,26,53,1
irene,19,9,20,97,1
sarah,10,3,27,25,1
henry,23,9,22,46,1
henry,21,7,12,44,1
mike,21,4,13,110,0
emma,8,3,7,61,1
paul,18,5,30,19,1
paul,9,15,6,79,1
nina,22,2,7,83,1
alice,11,6,9,65,0
charlie,12,3,27,54,0
kevin,19,6,11,18,0
paul,10,14,10,22,1
kevin,19,5,26,34,1
alice,8,11,13,97,1
mike,21,2,12,47,0
grace,8,101,122,84,4
irene,15,15,19,112,0
bob,23,4,14,14,0
sarah,8,9,10,34,0
bob,21,12,29,50,1
alice,9,15,5,65,0
david,14,2,7,92,0
alice,10,9,17,62,1
mike,21,2,8,87,0
grace,8,15,13,57,1
emma,8,9,20,69,0
alice,10,1,21,26,1
nina,6,10,20,81,1
emma,10,4,27,119,0
paul,15,11,27,56,1
grace,11,11,15,57,1
oscar,22,15,13,70,0
mike,21,5,20,109,0
jack,21,11,5,54,0
robert,14,9,25,28,1
bob,22,4,7,69,1
charlie,14,11,15,105,0
frank,15,14,14,74,0
irene,22,13,17,53,0
irene,13,5,19,43,0
oscar,17,7,26,79,1
henry,21,1,28,12,1
linda,9,11,24,40,1
nina,17,14,27,79,0
grace,9,1,14,80,1
frank,16,8,9,110,1
sarah,10,5,21,104,1
queen,20,13,16,65,0
kevin,14,10,25,102,1
irene,15,15,21,100,1
robert,16,1,14,80,1
robert,12,1,12,40,1
charlie,15,14,25,108,1
charlie,16,8,10,60,0
david,12,6,30,53,0
charlie,15,10,21,36,0
irene,16,14,19,114,0
frank,15,105,149,55,7
robert,11,14,26,90,0
robert,15,8,14,30,0
david,13,11,6,111,1
sarah,8,15,7,100,1
robert,22,10,15,32,1
charlie,13,8,23,16,0
linda,11,11,26,87,1
grace,8,1,17,79,0
alice,8,14,8,35,1
tom,6,8,14,18,1
henry,23,13,7,115,0
henry,21,6,16,70,0
robert,18,11,28,34,1
mike,23,6,29,18,0
kevin,19,3,19,14,0
emma,8,6,22,108,1
charlie,13,4,13,74,0
robert,13,4,5,72,1
frank,12,5,13,83,1
charlie,12,8,16,32,1
nina,19,5,22,25,1
tom,11,6,13,12,0
sarah,8,14,7,21,1
oscar,12,3,16,103,1
frank,13,11,9,98,1
frank,12,1,21,60,0
kevin,22,13,30,82,1
oscar,20,4,21,25,1
tom,18,13,24,47,0
grace,10,6,23,118,1
jack,21,9,24,35,0
frank,12,12,12,38,1
david,13,15,13,86,1
grace,8,4,11,10,1
queen,21,7,19,60,1
frank,14,2,21,83,0
linda,9,10,6,111,1
emma,10,8,18,91,1
nina,21,7,10,54,0
linda,11,13,21,84,1
grace,11,73,88,73,3
frank,16,11,18,60,1
mike,22,9,10,84,0
linda,8,6,29,69,0
henry,21,14,11,43,1
frank,16,15,27,57,0
sarah,11,3,6,21,0
charlie,12,10,12,77,1
henry,21,10,16,112,0
linda,9,1,25,61,1
irene,17,12,8,58,0
grace,11,15,26,49,1
nina,14,11,27,24,1
sarah,10,2,29,27,1
kevin,8,5,27,80,0
oscar,13,7,18,30,0
jack,21,5,11,75,0
frank,13,1,27,100,0
kevin,13,4,28,45,1
david,15,4,5,66,0
oscar,14,3,29,66,0
irene,22,1,28,100,0
nina,22,7,25,118,0
mike,21,8,15,47,1
henry,23,2,28,87,0
linda,8,3,23,76,1
grace,9,3,6,63,1
jack,23,7,6,115,1
robert,9,1,26,117,0
frank,15,8,15,71,1
frank,12,6,24,43,0
paul,21,13,22,59,1
frank,16,12,13,103,0
oscar,10,4,29,53,1
sarah,10,7,16,74,1
nina,22,14,11,35,0
sarah,8,8,24,10,0
bob,21,1,6,71,0
oscar,18,1,21,37,1
oscar,14,10,5,81,1
mike,23,11,23,46,0
queen,18,12,21,84,1
david,15,2,23,24,1
jack,21,7,30,84,0
robert,18,14,24,105,1
irene,14,12,24,22,0
irene,20,4,16,82,0
henry,21,11,24,17,1
kevin,9,10,19,97,1
david,13,7,17,50,0
nina,8,2,7,26,0
paul,6,13,9,113,1
grace,11,11,20,25,0
bob,21,6,23,66,1
frank,12,1,23,55,1
grace,10,14,24,81,1
paul,12,8,11,70,1
grace,9,5,10,19,0
emma,10,11,17,117,1
emma,9,13,27,70,1
henry,23,3,11,58,1
bob,22,2,13,13,1
irene,10,9,22,92,0
irene,21,1,14,63,0
grace,9,4,9,113,1
frank,15,1,26,10,0
kevin,19,14,15,33,0
paul,16,12,20,56,1
emma,10,6,6,11,1
tom,19,4,7,34,1
sarah,11,12,20,36,1
sarah,10,9,29,39,0
bob,21,14,18,38,0
irene,15,14,7,24,0
alice,10,9,16,20,1
henry,23,10,23,16,0
jack,22,11,11,99,0
david,14,4,30,84,0
charlie,15,11,19,36,1
charlie,16,14,27,50,1
oscar,14,7,13,87,0
tom,13,9,19,110,1
jack,23,3,6,28,1
queen,22,14,22,11,0
tom,18,8,29,19,1
alice,8,1,15,72,1
david,13,9,10,101,0
jack,22,15,12,50,0
robert,13,6,13,117,0
mike,21,2,14,91,0
grace,10,12,24,36,0
irene,20,13,12,74,1
queen,11,9,8,23,0
david,16,1,6,11,0
bob,23,3,29,12,0
frank,16,2,21,16,1
emma,8,11,19,104,1
tom,13,3,18,13,0
frank,12,5,27,24,1
henry,22,12,21,98,0
charlie,14,6,27,20,0
grace,9,3,15,52,1
nina,7,1,12,104,0
charlie,12,4,10,107,0
nina,10,8,27,13,1
linda,10,10,8,49,1
irene,6,7,26,100,1
grace,11,15,26,30,1
linda,8,7,13,19,1
jack,21,1,8,95,1
mike,23,10,10,11,0
bob,23,14,15,82,1
henry,23,2,7,67,0
bob,21,14,20,94,1
queen,20,3,10,89,1
frank,16,3,29,27,1
frank,12,4,16,20,0
emma,9,4,7,35,1
frank,13,13,15,71,0
mike,22,12,15,119,1
sarah,10,2,11,84,1
kevin,6,7,21,32,1
henry,21,7,21,42,1
henry,21,8,10,108,1
nina,20,8,26,13,1
sarah,11,9,10,113,0
david,15,3,21,61,0
queen,12,6,24,91,0
henry,21,1,5,66,1
charlie,13,2,11,30,0
robert,19,7,29,60,1
paul,20,4,22,120,0
sarah,9,5,20,10,1
alice,8,12,24,84,1
kevin,9,8,11,51,0
tom,7,94,103,56,4
bob,21,10,15,81,0
mike,22,2,11,39,0
linda,9,1,30,47,0
oscar,19,8,6,52,1
queen,8,1,9,31,0
alice,10,1,26,25,1
kevin,15,10,30,108,0
paul,15,1,20,46,1
emma,8,2,19,104,0
charlie,12,8,22,60,0
irene,6,8,15,118,0
oscar,15,13,22,114,0
alice,11,8,26,49,0
oscar,17,12,8,74,0
irene,17,15,15,112,0
queen,10,6,22,75,1
emma,9,11,23,103,0
kevin,15,5,18,120,0
tom,22,4,29,45,1
queen,16,1,6,28,1
oscar,14,10,25,44,0
paul,14,3,21,110,0
sarah,10,12,24,108,1
emma,8,14,12,52,0
frank,13,14,23,113,1
frank,13,13,30,107,1
henry,23,15,24,77,0
alice,11,14,6,13,0
emma,8,15,27,65,1
grace,8,1,10,81,0
grace,8,10,6,28,1
david,13,13,26,60,1
queen,15,4,10,47,1
henry,21,2,8,113,1
kevin,9,9,20,111,1
bob,23,1,8,47,0
grace,11,9,19,18,0
mike,23,13,26,68,0
queen,9,11,12,24,1
linda,9,9,9,24,0
alice,11,2,26,55,1
kevin,11,6,23,84,0
frank,16,14,19,69,0
henry,23,15,10,100,1
queen,12,14,12,92,0
queen,8,6,26,106,0
sarah,8,8,14,17,0
paul,12,9,6,29,1
irene,20,13,16,31,1
irene,6,14,25,87,0
tom,20,8,27,45,1
kevin,8,9,15,116,0
grace,8,6,19,38,0
mike,21,11,20,23,1
charlie,15,7,13,116,0
linda,9,15,10,21,1
kevin,15,10,12,74,1
sarah,9,8,26,47,0
frank,15,84,90,41,7
mike,23,9,25,108,0
sarah,10,11,21,120,0
charlie,16,12,16,29,1
irene,14,1,16,118,0
henry,21,14,19,81,0
paul,12,6,18,105,0
linda,11,10,26,82,1
mike,22,10,17,68,0
robert,6,9,8,13,0
david,12,3,26,86,1
queen,13,6,15,114,1
irene,10,14,8,40,1
frank,15,10,29,11,0
emma,9,5,28,32,0
emma,10,11,5,31,1
charlie,16,3,16,89,0
nina,14,1,11,22,1
alice,8,1,9,61,0
robert,20,7,16,111,0
linda,9,5,11,98,0
grace,10,15,30,118,0
linda,11,15,16,120,1
kevin,17,14,26,62,0
david,15,11,18,75,1
grace,8,8,29,68,1
nina,17,5,6,52,1
frank,12,13,13,100,0
irene,12,15,21,27,0
linda,9,4,26,89,0
mike,22,4,5,13,1
mike,21,13,22,53,1
linda,8,7,10,41,1
sarah,8,14,19,51,1
frank,15,8,26,60,0
irene,21,12,13,112,1
emma,10,7,15,61,1
oscar,12,9,25,28,0
paul,10,1,20,103,1
alice,11,12,13,116,0
jack,21,12,17,57,0
mike,22,9,22,68,1
sarah,10,6,8,10,1
tom,15,1,8,28,1
queen,8,9,15,84,1
david,13,11,8,96,0
kevin,15,2,5,71,1
irene,10,10,8,58,0
kevin,19,14,21,92,0
irene,11,15,20,59,0
tom,17,14,15,117,1
oscar,17,1,13,114,1
kevin,15,6,21,116,0
alice,8,9,10,34,0
paul,19,4,29,53,0
robert,7,8,14,60,1
david,13,7,7,12,0
henry,23,13,12,79,1
paul,21,11,7,47,1
bob,22,3,30,88,1
irene,13,12,26,120,1
david,13,2,26,27,0
bob,21,2,30,37,0
tom,20,9,24,55,0
nina,17,15,16,102,1
kevin,14,8,23,119,1
sarah,11,100,186,44,8
emma,11,2,9,23,0
david,12,15,30,46,0
frank,13,12,13,95,0
grace,10,8,28,70,1
bob,22,4,9,43,0
henry,21,13,7,71,1
grace,11,8,7,51,1
grace,10,15,27,46,0
charlie,16,1,27,43,0
jack,21,10,23,37,0
tom,10,2,9,41,1
emma,10,11,7,88,0
kevin,22,12,5,99,1
henry,22,11,9,87,1
mike,22,7,5,52,1
linda,10,9,29,73,1
emma,8,13,15,35,1
paul,17,3,15,112,0
jack,22,4,15,18,0
frank,15,1,26,59,0
alice,8,14,30,41,1
robert,13,7,27,100,1
david,12,11,10,103,0
sarah,11,14,20,101,0
nina,17,3,25,81,1
jack,21,13,18,58,1
sarah,8,10,17,48,0
oscar,10,7,9,16,0
irene,13,2,20,81,1
oscar,8,12,19,96,1
sarah,9,2,16,46,0
oscar,15,8,15,26,1
paul,8,15,13,84,0
henry,21,10,15,74,1
paul,22,13,16,114,0
linda,11,8,8,38,0
paul,18,14,6,29,0
alice,9,3,6,87,0
emma,11,5,5,10,0
linda,11,12,16,40,0
kevin,13,12,28,49,0
oscar,16,11,26,45,1
irene,21,3,11,70,1
queen,10,6,26,108,0
emma,9,8,10,75,0
frank,14,8,22,97,0
tom,10,110,128,43,6
robert,7,9,6,95,0
irene,8,6,19,53,0
david,14,1,19,10,1
paul,20,4,16,22,0
henry,22,8,18,91,1
queen,22,3,8,97,1
kevin,17,11,16,109,0
queen,11,15,22,62,1
kevin,6,14,30,67,0
emma,8,15,25,114,1
kevin,10,1,7,63,1
robert,12,2,14,15,0
robert,13,14,14,108,1
sarah,11,15,9,77,0
paul,12,109,193,50,3
bob,23,10,19,40,0
oscar,20,10,27,60,1
robert,10,2,11,110,1
bob,22,15,27,51,0
tom,7,112,177,51,4
mike,21,1,16,43,0
queen,19,9,22,68,1
paul,11,15,26,21,1
oscar,16,4,5,30,0
mike,22,10,29,98,0
nina,22,9,11,88,1
alice,8,6,21,72,1
sarah,11,7,24,88,1
grace,10,9,25,93,0
tom,14,12,5,33,0
jack,21,1,10,119,0
charlie,12,6,16,43,0
charlie,14,12,6,67,1
bob,23,1,10,97,1
robert,11,2,19,52,1
mike,21,3,9,24,1
tom,22,1,12,10,0
charlie,13,10,23,12,1
emma,10,10,23,100,0
frank,12,7,13,98,0
david,12,2,8,93,1
jack,22,14,23,48,0
bob,22,8,6,64,1
henry,23,7,24,33,1
mike,23,13,6,86,0
paul,19,12,26,112,1
nina,16,5,28,45,1
charlie,12,3,15,72,0
henry,22,6,10,20,0
henry,21,14,16,75,1
bob,22,2,19,23,1
nina,16,5,13,24,1
henry,21,2,12,50,1
grace,11,13,10,49,0
bob,23,2,25,109,0
emma,11,12,27,40,1
kevin,16,10,17,31,1
frank,13,13,9,67,0
irene,18,12,6,20,1
emma,9,9,10,55,1
tom,16,1,18,120,0
paul,10,5,5,75,1
david,15,10,8,73,0
nina,15,5,12,53,0
sarah,10,5,9,71,0
emma,10,1,14,87,0
mike,23,2,26,91,0
tom,19,12,6,104,0
emma,11,13,9,64,0
henry,21,10,14,13,1
alice,9,4,25,34,0
robert,21,9,18,108,0
sarah,9,14,22,67,0
robert,9,13,12,87,0
linda,8,6,16,34,1
linda,11,5,6,89,0
henry,21,3,18,66,1
bob,22,14,13,26,1
jack,22,10,20,111,0
queen,11,8,21,23,1
henry,23,2,30,91,1
linda,11,11,13,66,1
bob,21,14,13,107,1
charlie,13,14,10,91,0
paul,17,4,27,88,1
nina,6,6,27,66,1
irene,15,11,29,78,1
queen,17,9,15,107,1
charlie,12,1,23,45,0
oscar,15,7,12,86,1
sarah,11,9,10,115,1
nina,18,6,15,68,0
nina,16,5,29,46,0
paul,15,12,11,93,1
grace,9,4,26,101,0
irene,17,12,5,38,0
oscar,19,9,5,24,0
tom,15,3,26,103,1
robert,9,11,26,18,1
alice,10,5,15,67,0
paul,22,3,12,40,0
charlie,12,6,23,48,0
queen,21,10,26,53,0
paul,15,15,26,22,0
sarah,9,6,25,83,1
david,15,8,18,91,0
bob,22,3,20,65,0
charlie,12,15,22,75,1
kevin,8,7,6,44,0
oscar,17,2,14,47,1
oscar,13,12,29,90,0
kevin,20,8,8,103,1
frank,16,10,27,31,1
sarah,11,15,29,94,1
emma,11,14,8,110,1
nina,19,9,26,93,1
bob,23,6,9,41,0
frank,15,10,21,28,0
grace,9,6,30,47,1
charlie,16,12,16,10,0
jack,21,8,29,117,0
queen,7,9,15,119,0
kevin,21,14,9,102,1
mike,23,10,13,77,0
alice,9,8,29,32,0
henry,23,2,21,101,1
charlie,14,2,10,99,0
frank,16,12,21,52,1
robert,13,12,15,84,0
sarah,9,6,29,44,0
emma,10,7,10,92,0
nina,8,8,28,16,0
grace,11,11,17,70,0
david,12,10,18,118,1
mike,21,9,10,90,1
david,12,8,13,35,0
mike,21,14,27,77,0
robert,18,5,18,90,0
kevin,13,11,13,68,1
sarah,9,13,17,34,1
paul,20,7,24,14,0
david,15,12,20,68,1
alice,11,4,28,59,1
grace,11,9,16,67,1
robert,7,14,30,97,1
robert,9,1,8,66,1
david,15,7,9,98,1
paul,14,13,19,28,0
bob,23,1,6,92,1
charlie,12,15,14,112,1
mike,21,6,26,29,1
robert,8,12,15,118,1
sarah,11,10,6,87,1
irene,7,10,13,33,1
mike,22,2,7,26,1
bob,22,73,139,62,6
queen,7,15,18,113,1
david,12,12,24,31,0
henry,22,5,13,87,0
irene,11,15,6,59,0
queen,22,4,11,59,0
alice,10,10,13,74,1
bob,23,6,20,41,1
alice,9,1,17,36,0
robert,21,8,26,80,0
bob,22,4,16,97,0
alice,11,13,26,13,0
irene,9,15,13,21,0
mike,22,14,17,28,0
irene,13,7,20,39,0
oscar,14,10,16,62,0
jack,23,2,28,112,1
mike,21,6,27,101,0
emma,8,11,7,36,1
david,14,6,18,49,0
charlie,15,1,25,110,1
paul,14,40,175,78,5
bob,23,4,13,14,0
jack,21,2,17,36,0
sarah,11,14,22,116,1
irene,17,6,30,62,1
tom,13,14,22,62,1
irene,14,14,7,32,0
tom,19,4,13,12,0
sarah,9,1,16,55,0
kevin,21,12,6,76,1
grace,9,14,24,33,1
robert,10,10,30,21,1
sarah,11,6,28,112,1
oscar,15,8,25,18,0
alice,10,6,23,69,1
paul,21,7,25,61,0
linda,9,10,27,102,1
nina,8,4,12,59,1
linda,10,1,9,51,0
jack,22,87,156,72,5
frank,13,9,23,80,0
linda,10,7,26,84,1
robert,21,14,9,118,0
oscar,18,9,20,77,1
bob,22,11,22,29,0
sarah,8,6,5,107,0
david,12,4,24,84,0
queen,20,8,13,95,1
henry,23,7,16,77,1
robert,10,5,17,102,0
sarah,9,14,19,70,0
henry,23,14,11,120,1
oscar,17,113,85,51,6
linda,8,11,28,63,0
sarah,11,4,24,82,1
frank,16,6,20,57,0
linda,11,14,10,109,1
charlie,12,8,29,79,1
henry,21,13,26,26,0
bob,22,14,13,74,0
grace,8,10,15,22,1
oscar,6,1,7,81,1
emma,11,7,12,25,1
grace,10,7,19,57,0
grace,9,14,22,81,1
henry,22,2,6,33,0
kevin,10,12,5,42,0
henry,22,6,10,68,0
sarah,11,12,15,99,1
tom,8,9,23,65,1
oscar,16,1,24,99,1
nina,7,14,18,37,0
charlie,15,12,7,90,1
tom,22,5,23,116,0
grace,10,2,6,97,1
tom,18,5,10,34,1
emma,10,3,25,94,1
oscar,18,5,11,110,0
sarah,8,5,13,115,1
charlie,16,4,27,16,1
mike,23,11,12,23,0
linda,9,7,25,91,0
mike,23,10,30,85,0
irene,12,5,14,14,0
grace,8,5,14,22,1
irene,22,15,14,17,1
jack,23,1,11,65,1
paul,9,8,16,89,1
oscar,18,5,28,13,1
kevin,14,1,18,46,0
kevin,8,11,12,45,1
sarah,10,13,19,71,0
grace,9,4,14,107,1
jack,23,15,9,113,0
irene,14,7,8,16,1
mike,21,12,25,43,1
henry,21,4,19,22,1
linda,10,7,22,119,0
emma,10,4,19,83,0
linda,11,4,28,116,1
charlie,15,7,27,35,1
linda,10,8,10,80,1
oscar,13,1,18,103,1
queen,13,7,7,43,0
tom,18,3,29,12,1
david,12,1,8,82,0
mike,21,15,10,12,0
jack,22,3,7,45,1
sarah,10,15,7,14,0
linda,10,6,12,19,0
paul,12,2,29,36,0
kevin,9,12,22,54,0
charlie,12,8,6,16,1
henry,23,5,21,15,0
emma,9,4,7,95,1
oscar,7,3,27,92,0
kevin,10,12,30,74,1
charlie,15,5,21,118,1
david,15,9,22,52,1
kevin,13,5,8,30,1
charlie,12,7,5,59,0
nina,17,2,16,40,0
grace,9,10,7,25,1
henry,23,10,30,36,1
robert,6,6,11,58,0
jack,22,4,21,38,1
emma,8,1,25,94,0
robert,8,10,8,100,1
henry,22,9,16,29,1
jack,22,6,5,54,1
oscar,12,61,154,12,5
paul,19,7,15,99,1
david,12,12,23,96,1
oscar,7,9,26,68,0
nina,12,4,5,88,1
irene,22,11,13,54,1
nina,13,4,27,100,1
emma,8,14,7,88,1
oscar,19,6,7,15,1
mike,23,6,13,43,0
kevin,14,9,11,64,0
tom,22,12,15,104,1
emma,8,8,29,45,1
nina,13,6,12,20,1
irene,10,7,9,53,0
linda,10,13,25,105,1
robert,9,15,17,98,0
emma,9,4,11,99,0
tom,12,10,28,106,0
queen,9,1,7,80,1
frank,14,4,5,102,0
kevin,16,114,124,63,3
alice,11,5,26,39,0
david,14,7,17,77,0
robert,10,3,20,77,0
sarah,10,9,12,58,1
jack,23,12,15,110,0
paul,16,11,16,33,0
kevin,10,3,5,33,1
robert,11,2,15,100,0
frank,15,7,27,48,0
emma,8,3,17,47,1
david,16,9,12,11,1
emma,9,14,7,48,1
sarah,9,7,23,45,0
nina,16,5,9,111,1
mike,22,15,27,11,1
linda,10,1,17,60,0
queen,11,13,10,55,1
bob,22,6,15,17,1
paul,18,4,15,118,1
linda,10,12,23,63,1
emma,8,15,5,84,0
emma,10,2,28,29,0
bob,21,2,14,13,0
david,13,2,14,12,1
sarah,8,3,18,106,0
paul,17,6,21,29,1
henry,21,11,9,40,1
david,12,9,27,87,1
linda,9,11,20,23,1
linda,8,14,24,94,0
bob,22,9,14,18,0
charlie,12,15,21,23,0
henry,23,13,7,40,1
emma,10,11,25,73,1
kevin,13,9,10,14,0
henry,23,9,11,11,0
grace,8,9,28,16,1
robert,13,4,25,55,1
charlie,12,15,7,73,1
oscar,13,13,17,18,0
frank,14,2,10,19,1
irene,13,10,22,111,0
robert,18,4,6,44,0
charlie,14,9,19,118,1
grace,9,1,5,106,0
emma,9,3,28,67,1
bob,21,91,119,21,7
henry,21,1,6,29,0
grace,8,10,17,52,0
sarah,10,7,19,22,1
frank,13,15,5,119,0
kevin,12,14,20,55,1
sarah,10,14,8,64,0
oscar,6,13,5,54,0
bob,23,6,24,86,1
jack,21,9,13,101,1
frank,12,7,29,41,0
kevin,9,9,26,63,1
nina,18,6,15,23,0
alice,9,3,19,20,0
henry,23,5,30,12,1
queen,22,5,10,47,1
alice,8,12,17,26,1
alice,11,8,26,99,1
henry,21,4,22,89,0
irene,11,8,16,33,1
bob,21,7,25,74,0
linda,9,7,28,102,0
linda,9,2,21,55,1
henry,22,15,14,52,0
robert,17,4,22,102,1
mike,23,14,29,12,0
grace,8,41,80,22,8
mike,21,107,82,20,7
robert,22,3,10,58,1
charlie,13,1,9,40,0
david,14,11,7,60,1
sarah,10,14,13,55,1
jack,21,11,9,67,1
frank,14,13,15,35,0
paul,19,15,18,12,0
tom,9,13,29,60,1
bob,21,5,20,16,0
kevin,12,12,6,11,0
nina,18,5,25,67,1
emma,10,8,15,56,0
robert,6,8,27,109,0
david,15,14,14,73,1
henry,22,12,13,24,1
alice,10,6,17,36,1
robert,20,13,28,19,0
henry,22,62,176,34,5
tom,9,8,27,27,1
emma,10,4,28,98,1
irene,18,4,29,76,1
bob,21,11,11,90,1
paul,20,9,13,107,0
queen,14,11,19,109,0
david,15,13,15,58,1
charlie,16,13,18,91,1
kevin,16,10,5,59,0
david,14,8,23,58,1
henry,21,14,9,30,0
jack,21,10,10,118,0
mike,22,4,24,99,1
jack,21,9,25,81,1
charlie,15,10,14,79,1
charlie,14,15,27,10,1
robert,10,12,6,79,0
frank,12,13,26,120,1
linda,10,4,7,96,0
tom,9,6,13,119,0
emma,10,6,21,23,1
grace,10,13,25,75,0
emma,10,9,6,68,1
kevin,6,4,29,43,0
alice,11,8,10,29,0
nina,15,3,27,38,0
emma,10,12,27,67,0
irene,12,2,9,116,1
jack,21,9,28,100,0
alice,10,13,29,71,0
jack,22,10,29,73,0
sarah,10,12,19,108,1
linda,10,2,16,26,1
irene,21,9,12,85,0
grace,10,6,27,116,1
emma,8,9,13,31,0
irene,11,3,7,105,0
henry,23,4,23,78,1
charlie,12,8,27,81,1
david,13,10,17,86,0
tom,11,1,12,78,0
kevin,19,10,16,23,1
robert,13,2,30,74,0
paul,22,7,16,17,0
mike,22,13,27,75,1
frank,15,11,29,16,1
sarah,10,14,28,88,1
nina,19,4,22,41,0
frank,16,8,16,97,1
grace,10,14,27,58,0
queen,10,8,21,112,0
alice,9,6,12,38,1
emma,11,3,28,113,0
grace,9,4,30,88,1
sarah,9,5,15,40,1
tom,14,9,14,21,0
charlie,12,4,27,85,0
jack,23,6,10,51,0
mike,23,5,15,89,0
grace,8,1,23,101,0
tom,9,3,27,25,1
irene,20,4,18,58,0
linda,11,14,23,94,0
paul,11,10,25,39,0
oscar,20,9,16,15,0
paul,11,9,25,89,0
emma,8,3,8,37,0
paul,8,9,17,74,0
oscar,17,14,21,52,0
sarah,9,2,6,76,1
oscar,15,12,9,50,0
tom,19,15,27,109,1
tom,10,9,26,75,1
queen,18,1,25,94,1
tom,11,7,15,85,1
kevin,19,6,18,118,0
sarah,11,15,26,109,1
henry,23,7,17,29,1
david,14,9,10,105,1
frank,16,14,11,28,1
robert,13,9,6,23,0
sarah,10,9,26,29,0
oscar,14,3,29,57,1
charlie,13,7,20,16,0
bob,22,1,17,118,0
frank,13,15,11,83,0
nina,21,10,5,27,1
alice,8,7,27,50,0
bob,21,9,28,58,1
alice,9,14,23,43,1
paul,20,3,20,94,1
bob,21,4,18,118,1
tom,19,1,10,119,0
tom,20,11,24,24,0
linda,10,7,10,70,0
paul,9,8,26,84,0
irene,11,13,29,83,0
